premise_1,premise_2,conclusion,n,empirical_n,empirical_stat,ci_lower,mean,ci_upper,conclusion_quantifier,model,model_lower,model_mean,model_upper
All;B;A,No;C;B,All;C;A,1,1,0.007194244604316547,0.006262775157232704,0.011027009099334354,0.02314042251020769,All,mReasoner-Indiv,0,0,0
All;B;A,No;C;B,All;C;A,1,1,0.007194244604316547,0.006262775157232704,0.011027009099334354,0.02314042251020769,All,PHM-Indiv,0,0,0
All;B;A,No;C;B,All;C;A,1,1,0.007194244604316547,0.006262775157232704,0.011027009099334354,0.02314042251020769,All,mReasoner-Group,0,0,0
All;B;A,No;C;B,All;C;A,1,1,0.007194244604316547,0.006262775157232704,0.011027009099334354,0.02314042251020769,All,PHM-Group,0,0,0
All;B;A,No;C;B,No;A;C,29,29,0.20863309352517986,0.143936799501868,0.2076598390655236,0.2742049068605179,No,mReasoner-Indiv,0.19443407960199005,0.26718385570431585,0.34307114064712935
All;B;A,No;C;B,No;A;C,29,29,0.20863309352517986,0.143936799501868,0.2076598390655236,0.2742049068605179,No,PHM-Indiv,0,0,0
All;B;A,No;C;B,No;A;C,29,29,0.20863309352517986,0.143936799501868,0.2076598390655236,0.2742049068605179,No,mReasoner-Group,0.38969605972159854,0.4710366459801833,0.5531950354609929
All;B;A,No;C;B,No;A;C,29,29,0.20863309352517986,0.143936799501868,0.2076598390655236,0.2742049068605179,No,PHM-Group,0,0,0
All;B;A,No;C;B,No;C;A,57,57,0.41007194244604317,0.3288543671094007,0.409197959856184,0.4892233152253707,No,mReasoner-Indiv,0.17322094606595229,0.24548043035280417,0.31848827754438264
All;B;A,No;C;B,No;C;A,57,57,0.41007194244604317,0.3288543671094007,0.409197959856184,0.4892233152253707,No,PHM-Indiv,0.8169934640522876,0.8781086533783006,0.9318560606060605
All;B;A,No;C;B,No;C;A,57,57,0.41007194244604317,0.3288543671094007,0.409197959856184,0.4892233152253707,No,mReasoner-Group,0.4468049645390071,0.5289633540198168,0.6103039402784015
All;B;A,No;C;B,No;C;A,57,57,0.41007194244604317,0.3288543671094007,0.409197959856184,0.4892233152253707,No,PHM-Group,1,1,1
All;B;A,No;C;B,NVC;,30,30,0.2158273381294964,0.15229144637987646,0.21639036050680133,0.29054198429198425,NVC,mReasoner-Indiv,0.1970713174584181,0.2657197639101566,0.34351741412213743
All;B;A,No;C;B,NVC;,30,30,0.2158273381294964,0.15229144637987646,0.21639036050680133,0.29054198429198425,NVC,PHM-Indiv,0.036751385336743395,0.07856440269413491,0.12599729627170095
All;B;A,No;C;B,NVC;,30,30,0.2158273381294964,0.15229144637987646,0.21639036050680133,0.29054198429198425,NVC,mReasoner-Group,0,0,0
All;B;A,No;C;B,NVC;,30,30,0.2158273381294964,0.15229144637987646,0.21639036050680133,0.29054198429198425,NVC,PHM-Group,0,0,0
All;B;A,No;C;B,Some not;A;C,13,13,0.09352517985611511,0.046493875377241256,0.09449210585083131,0.14400169491525425,Some not,mReasoner-Indiv,0.15602376347057198,0.22161595003272336,0.28986060404912045
All;B;A,No;C;B,Some not;A;C,13,13,0.09352517985611511,0.046493875377241256,0.09449210585083131,0.14400169491525425,Some not,PHM-Indiv,0,0,0
All;B;A,No;C;B,Some not;A;C,13,13,0.09352517985611511,0.046493875377241256,0.09449210585083131,0.14400169491525425,Some not,mReasoner-Group,0,0,0
All;B;A,No;C;B,Some not;A;C,13,13,0.09352517985611511,0.046493875377241256,0.09449210585083131,0.14400169491525425,Some not,PHM-Group,0,0,0
All;B;A,No;C;B,Some not;C;A,7,7,0.050359712230215826,0.015621971899224806,0.05072867094794522,0.08873074145402021,Some not,mReasoner-Indiv,0,0,0
All;B;A,No;C;B,Some not;C;A,7,7,0.050359712230215826,0.015621971899224806,0.05072867094794522,0.08873074145402021,Some not,PHM-Indiv,0.013664153718856301,0.043500947718438314,0.07950019195700164
All;B;A,No;C;B,Some not;C;A,7,7,0.050359712230215826,0.015621971899224806,0.05072867094794522,0.08873074145402021,Some not,mReasoner-Group,0,0,0
All;B;A,No;C;B,Some not;C;A,7,7,0.050359712230215826,0.015621971899224806,0.05072867094794522,0.08873074145402021,Some not,PHM-Group,0,0,0
All;B;A,No;C;B,Some;A;C,1,1,0.007194244604316547,0.00624902950310559,0.011119901922521885,0.024397771755495328,Some,mReasoner-Indiv,0,0,0
All;B;A,No;C;B,Some;A;C,1,1,0.007194244604316547,0.00624902950310559,0.011119901922521885,0.024397771755495328,Some,PHM-Indiv,0,0,0
All;B;A,No;C;B,Some;A;C,1,1,0.007194244604316547,0.00624902950310559,0.011119901922521885,0.024397771755495328,Some,mReasoner-Group,0,0,0
All;B;A,No;C;B,Some;A;C,1,1,0.007194244604316547,0.00624902950310559,0.011119901922521885,0.024397771755495328,Some,PHM-Group,0,0,0
All;B;A,No;C;B,Some;C;A,1,1,0.007194244604316547,0.006302245044184381,0.011013245552501322,0.02662831858407079,Some,mReasoner-Indiv,0,0,0
All;B;A,No;C;B,Some;C;A,1,1,0.007194244604316547,0.006302245044184381,0.011013245552501322,0.02662831858407079,Some,PHM-Indiv,0,0,0
All;B;A,No;C;B,Some;C;A,1,1,0.007194244604316547,0.006302245044184381,0.011013245552501322,0.02662831858407079,Some,mReasoner-Group,0,0,0
All;B;A,No;C;B,Some;C;A,1,1,0.007194244604316547,0.006302245044184381,0.011013245552501322,0.02662831858407079,Some,PHM-Group,0,0,0
All;B;A,Some not;B;C,All;A;C,1,1,0.007194244604316547,0.006329113924050633,0.01122917670467603,0.025021008403361352,All,mReasoner-Indiv,0,0,0
All;B;A,Some not;B;C,All;A;C,1,1,0.007194244604316547,0.006329113924050633,0.01122917670467603,0.025021008403361352,All,PHM-Indiv,0,0,0
All;B;A,Some not;B;C,All;A;C,1,1,0.007194244604316547,0.006329113924050633,0.01122917670467603,0.025021008403361352,All,mReasoner-Group,0,0,0
All;B;A,Some not;B;C,All;A;C,1,1,0.007194244604316547,0.006329113924050633,0.01122917670467603,0.025021008403361352,All,PHM-Group,0,0,0
All;B;A,Some not;B;C,No;A;C,3,3,0.02158273381294964,0.006824853228962818,0.022163764067749465,0.050188848920863303,No,mReasoner-Indiv,0,0,0
All;B;A,Some not;B;C,No;A;C,3,3,0.02158273381294964,0.006824853228962818,0.022163764067749465,0.050188848920863303,No,PHM-Indiv,0,0,0
All;B;A,Some not;B;C,No;A;C,3,3,0.02158273381294964,0.006824853228962818,0.022163764067749465,0.050188848920863303,No,mReasoner-Group,0,0,0
All;B;A,Some not;B;C,No;A;C,3,3,0.02158273381294964,0.006824853228962818,0.022163764067749465,0.050188848920863303,No,PHM-Group,0,0,0
All;B;A,Some not;B;C,NVC;,12,12,0.08633093525179857,0.041659482758620685,0.08637890593820623,0.1360090909090909,NVC,mReasoner-Indiv,0,0,0
All;B;A,Some not;B;C,NVC;,12,12,0.08633093525179857,0.041659482758620685,0.08637890593820623,0.1360090909090909,NVC,PHM-Indiv,0.037871667805878334,0.08099285382711222,0.12786147022231834
All;B;A,Some not;B;C,NVC;,12,12,0.08633093525179857,0.041659482758620685,0.08637890593820623,0.1360090909090909,NVC,mReasoner-Group,0,0,0
All;B;A,Some not;B;C,NVC;,12,12,0.08633093525179857,0.041659482758620685,0.08637890593820623,0.1360090909090909,NVC,PHM-Group,0,0,0
All;B;A,Some not;B;C,Some not;A;C,82,82,0.5899280575539568,0.5116191641895437,0.5918200301900522,0.6716840796019901,Some not,mReasoner-Indiv,1,1,1
All;B;A,Some not;B;C,Some not;A;C,82,82,0.5899280575539568,0.5116191641895437,0.5918200301900522,0.6716840796019901,Some not,PHM-Indiv,0.8207979709296654,0.876875639338877,0.9285829493087557
All;B;A,Some not;B;C,Some not;A;C,82,82,0.5899280575539568,0.5116191641895437,0.5918200301900522,0.6716840796019901,Some not,mReasoner-Group,1,1,1
All;B;A,Some not;B;C,Some not;A;C,82,82,0.5899280575539568,0.5116191641895437,0.5918200301900522,0.6716840796019901,Some not,PHM-Group,1,1,1
All;B;A,Some not;B;C,Some not;C;A,17,17,0.1223021582733813,0.0703125,0.12205830053367839,0.17742466044142616,Some not,mReasoner-Indiv,0,0,0
All;B;A,Some not;B;C,Some not;C;A,17,17,0.1223021582733813,0.0703125,0.12205830053367839,0.17742466044142616,Some not,PHM-Indiv,0,0,0
All;B;A,Some not;B;C,Some not;C;A,17,17,0.1223021582733813,0.0703125,0.12205830053367839,0.17742466044142616,Some not,mReasoner-Group,0,0,0
All;B;A,Some not;B;C,Some not;C;A,17,17,0.1223021582733813,0.0703125,0.12205830053367839,0.17742466044142616,Some not,PHM-Group,0,0,0
All;B;A,Some not;B;C,Some;A;C,7,7,0.050359712230215826,0.015741879921259843,0.05012345460100908,0.08703907539900928,Some,mReasoner-Indiv,0,0,0
All;B;A,Some not;B;C,Some;A;C,7,7,0.050359712230215826,0.015741879921259843,0.05012345460100908,0.08703907539900928,Some,PHM-Indiv,0.01315359477124183,0.04217368051452523,0.07917985611510787
All;B;A,Some not;B;C,Some;A;C,7,7,0.050359712230215826,0.015741879921259843,0.05012345460100908,0.08703907539900928,Some,mReasoner-Group,0,0,0
All;B;A,Some not;B;C,Some;A;C,7,7,0.050359712230215826,0.015741879921259843,0.05012345460100908,0.08703907539900928,Some,PHM-Group,0,0,0
All;B;A,Some not;B;C,Some;C;A,17,17,0.1223021582733813,0.07040615787749754,0.12168250840709191,0.17557509799876211,Some,mReasoner-Indiv,0,0,0
All;B;A,Some not;B;C,Some;C;A,17,17,0.1223021582733813,0.07040615787749754,0.12168250840709191,0.17557509799876211,Some,PHM-Indiv,0,0,0
All;B;A,Some not;B;C,Some;C;A,17,17,0.1223021582733813,0.07040615787749754,0.12168250840709191,0.17557509799876211,Some,mReasoner-Group,0,0,0
All;B;A,Some not;B;C,Some;C;A,17,17,0.1223021582733813,0.07040615787749754,0.12168250840709191,0.17557509799876211,Some,PHM-Group,0,0,0
All;B;A,Some not;C;B,All;C;A,2,2,0.014388489208633094,0.006535947712418301,0.016482300442561677,0.03731343283582089,All,mReasoner-Indiv,0,0,0
All;B;A,Some not;C;B,All;C;A,2,2,0.014388489208633094,0.006535947712418301,0.016482300442561677,0.03731343283582089,All,PHM-Indiv,0,0,0
All;B;A,Some not;C;B,All;C;A,2,2,0.014388489208633094,0.006535947712418301,0.016482300442561677,0.03731343283582089,All,mReasoner-Group,0,0,0
All;B;A,Some not;C;B,All;C;A,2,2,0.014388489208633094,0.006535947712418301,0.016482300442561677,0.03731343283582089,All,PHM-Group,0,0,0
All;B;A,Some not;C;B,No;A;C,4,4,0.02877697841726619,0.007352941176470588,0.029448658722634732,0.059470081135902575,No,mReasoner-Indiv,0,0,0
All;B;A,Some not;C;B,No;A;C,4,4,0.02877697841726619,0.007352941176470588,0.029448658722634732,0.059470081135902575,No,PHM-Indiv,0,0,0
All;B;A,Some not;C;B,No;A;C,4,4,0.02877697841726619,0.007352941176470588,0.029448658722634732,0.059470081135902575,No,mReasoner-Group,0,0,0
All;B;A,Some not;C;B,No;A;C,4,4,0.02877697841726619,0.007352941176470588,0.029448658722634732,0.059470081135902575,No,PHM-Group,0,0,0
All;B;A,Some not;C;B,No;C;A,3,3,0.02158273381294964,0.00670357941834452,0.022331370715195822,0.048670600233100214,No,mReasoner-Indiv,0,0,0
All;B;A,Some not;C;B,No;C;A,3,3,0.02158273381294964,0.00670357941834452,0.022331370715195822,0.048670600233100214,No,PHM-Indiv,0,0,0
All;B;A,Some not;C;B,No;C;A,3,3,0.02158273381294964,0.00670357941834452,0.022331370715195822,0.048670600233100214,No,mReasoner-Group,0,0,0
All;B;A,Some not;C;B,No;C;A,3,3,0.02158273381294964,0.00670357941834452,0.022331370715195822,0.048670600233100214,No,PHM-Group,0,0,0
All;B;A,Some not;C;B,NVC;,23,23,0.16546762589928057,0.10524351924587587,0.16707543128633498,0.23076923076923078,NVC,mReasoner-Indiv,0.29769471180440316,0.3727208158482015,0.450389743038383
All;B;A,Some not;C;B,NVC;,23,23,0.16546762589928057,0.10524351924587587,0.16707543128633498,0.23076923076923078,NVC,PHM-Indiv,0.03875223613595707,0.08019024513533154,0.1342306921767004
All;B;A,Some not;C;B,NVC;,23,23,0.16546762589928057,0.10524351924587587,0.16707543128633498,0.23076923076923078,NVC,mReasoner-Group,0.38344664853623417,0.4662049802850529,0.5524877149877149
All;B;A,Some not;C;B,NVC;,23,23,0.16546762589928057,0.10524351924587587,0.16707543128633498,0.23076923076923078,NVC,PHM-Group,0,0,0
All;B;A,Some not;C;B,Some not;A;C,19,19,0.1366906474820144,0.08195506982392228,0.1374667128645968,0.19381459948320412,Some not,mReasoner-Indiv,0,0,0
All;B;A,Some not;C;B,Some not;A;C,19,19,0.1366906474820144,0.08195506982392228,0.1374667128645968,0.19381459948320412,Some not,PHM-Indiv,0,0,0
All;B;A,Some not;C;B,Some not;A;C,19,19,0.1366906474820144,0.08195506982392228,0.1374667128645968,0.19381459948320412,Some not,mReasoner-Group,0,0,0
All;B;A,Some not;C;B,Some not;A;C,19,19,0.1366906474820144,0.08195506982392228,0.1374667128645968,0.19381459948320412,Some not,PHM-Group,0,0,0
All;B;A,Some not;C;B,Some not;C;A,56,56,0.4028776978417266,0.31873246844319775,0.40300391269593,0.486125,Some not,mReasoner-Indiv,0.5496102569616171,0.6272791841517985,0.7023052881955968
All;B;A,Some not;C;B,Some not;C;A,56,56,0.4028776978417266,0.31873246844319775,0.40300391269593,0.486125,Some not,PHM-Indiv,0.815068493150685,0.8772772548961486,0.9264739611440908
All;B;A,Some not;C;B,Some not;C;A,56,56,0.4028776978417266,0.31873246844319775,0.40300391269593,0.486125,Some not,mReasoner-Group,0.447512285012285,0.533795019714947,0.6165533514637658
All;B;A,Some not;C;B,Some not;C;A,56,56,0.4028776978417266,0.31873246844319775,0.40300391269593,0.486125,Some not,PHM-Group,1,1,1
All;B;A,Some not;C;B,Some;A;C,14,14,0.10071942446043165,0.04963664968534612,0.09858816985364781,0.15191805971591457,Some,mReasoner-Indiv,0,0,0
All;B;A,Some not;C;B,Some;A;C,14,14,0.10071942446043165,0.04963664968534612,0.09858816985364781,0.15191805971591457,Some,PHM-Indiv,0,0,0
All;B;A,Some not;C;B,Some;A;C,14,14,0.10071942446043165,0.04963664968534612,0.09858816985364781,0.15191805971591457,Some,mReasoner-Group,0,0,0
All;B;A,Some not;C;B,Some;A;C,14,14,0.10071942446043165,0.04963664968534612,0.09858816985364781,0.15191805971591457,Some,PHM-Group,0,0,0
All;B;A,Some not;C;B,Some;C;A,18,18,0.12949640287769784,0.07575042881646656,0.12932697557130518,0.1847326381754674,Some,mReasoner-Indiv,0,0,0
All;B;A,Some not;C;B,Some;C;A,18,18,0.12949640287769784,0.07575042881646656,0.12932697557130518,0.1847326381754674,Some,PHM-Indiv,0.014358303566936662,0.0426177354393986,0.07894736842105263
All;B;A,Some not;C;B,Some;C;A,18,18,0.12949640287769784,0.07575042881646656,0.12932697557130518,0.1847326381754674,Some,mReasoner-Group,0,0,0
All;B;A,Some not;C;B,Some;C;A,18,18,0.12949640287769784,0.07575042881646656,0.12932697557130518,0.1847326381754674,Some,PHM-Group,0,0,0
All;B;A,Some;B;C,All;A;C,2,2,0.014388489208633094,0.006440239867659223,0.016297937175829568,0.03852977667493796,All,mReasoner-Indiv,0,0,0
All;B;A,Some;B;C,All;A;C,2,2,0.014388489208633094,0.006440239867659223,0.016297937175829568,0.03852977667493796,All,PHM-Indiv,0,0,0
All;B;A,Some;B;C,All;A;C,2,2,0.014388489208633094,0.006440239867659223,0.016297937175829568,0.03852977667493796,All,mReasoner-Group,0,0,0
All;B;A,Some;B;C,All;A;C,2,2,0.014388489208633094,0.006440239867659223,0.016297937175829568,0.03852977667493796,All,PHM-Group,0,0,0
All;B;A,Some;B;C,All;C;A,4,4,0.02877697841726619,0.007246376811594203,0.029305435091308688,0.05923976608187134,All,mReasoner-Indiv,0,0,0
All;B;A,Some;B;C,All;C;A,4,4,0.02877697841726619,0.007246376811594203,0.029305435091308688,0.05923976608187134,All,PHM-Indiv,0,0,0
All;B;A,Some;B;C,All;C;A,4,4,0.02877697841726619,0.007246376811594203,0.029305435091308688,0.05923976608187134,All,mReasoner-Group,0,0,0
All;B;A,Some;B;C,All;C;A,4,4,0.02877697841726619,0.007246376811594203,0.029305435091308688,0.05923976608187134,All,PHM-Group,0,0,0
All;B;A,Some;B;C,NVC;,9,9,0.06474820143884892,0.02631578947368421,0.06499498042713105,0.1111305361305361,NVC,mReasoner-Indiv,0,0,0
All;B;A,Some;B;C,NVC;,9,9,0.06474820143884892,0.02631578947368421,0.06499498042713105,0.1111305361305361,NVC,PHM-Indiv,0.03676022238163558,0.0794360874760156,0.1260346456692913
All;B;A,Some;B;C,NVC;,9,9,0.06474820143884892,0.02631578947368421,0.06499498042713105,0.1111305361305361,NVC,mReasoner-Group,0,0,0
All;B;A,Some;B;C,NVC;,9,9,0.06474820143884892,0.02631578947368421,0.06499498042713105,0.1111305361305361,NVC,PHM-Group,0,0,0
All;B;A,Some;B;C,Some not;A;C,8,8,0.05755395683453238,0.024984756097560977,0.05875070307069861,0.09774436090225563,Some not,mReasoner-Indiv,0,0,0
All;B;A,Some;B;C,Some not;A;C,8,8,0.05755395683453238,0.024984756097560977,0.05875070307069861,0.09774436090225563,Some not,PHM-Indiv,0.013689374305812662,0.042592479442172586,0.07857986501687289
All;B;A,Some;B;C,Some not;A;C,8,8,0.05755395683453238,0.024984756097560977,0.05875070307069861,0.09774436090225563,Some not,mReasoner-Group,0,0,0
All;B;A,Some;B;C,Some not;A;C,8,8,0.05755395683453238,0.024984756097560977,0.05875070307069861,0.09774436090225563,Some not,PHM-Group,0,0,0
All;B;A,Some;B;C,Some not;C;A,4,4,0.02877697841726619,0.007155977345782948,0.028973162302272343,0.058823529411764705,Some not,mReasoner-Indiv,0,0,0
All;B;A,Some;B;C,Some not;C;A,4,4,0.02877697841726619,0.007155977345782948,0.028973162302272343,0.058823529411764705,Some not,PHM-Indiv,0,0,0
All;B;A,Some;B;C,Some not;C;A,4,4,0.02877697841726619,0.007155977345782948,0.028973162302272343,0.058823529411764705,Some not,mReasoner-Group,0,0,0
All;B;A,Some;B;C,Some not;C;A,4,4,0.02877697841726619,0.007155977345782948,0.028973162302272343,0.058823529411764705,Some not,PHM-Group,0,0,0
All;B;A,Some;B;C,Some;A;C,74,74,0.5323741007194245,0.4459286841586112,0.5311151788480706,0.6164440639269406,Some,mReasoner-Indiv,0.35710690316395016,0.4401436882890957,0.5248502758077225
All;B;A,Some;B;C,Some;A;C,74,74,0.5323741007194245,0.4459286841586112,0.5311151788480706,0.6164440639269406,Some,PHM-Indiv,0.8225669764898852,0.878014025561254,0.9261796434306419
All;B;A,Some;B;C,Some;A;C,74,74,0.5323741007194245,0.4459286841586112,0.5311151788480706,0.6164440639269406,Some,mReasoner-Group,0.3805757604383147,0.45328158813066727,0.5373134328358209
All;B;A,Some;B;C,Some;A;C,74,74,0.5323741007194245,0.4459286841586112,0.5311151788480706,0.6164440639269406,Some,PHM-Group,1,1,1
All;B;A,Some;B;C,Some;C;A,38,38,0.2733812949640288,0.19844775611416346,0.2737609841968789,0.3500286259541984,Some,mReasoner-Indiv,0.4751497241922774,0.5598563117109043,0.6428930968360499
All;B;A,Some;B;C,Some;C;A,38,38,0.2733812949640288,0.19844775611416346,0.2737609841968789,0.3500286259541984,Some,PHM-Indiv,0,0,0
All;B;A,Some;B;C,Some;C;A,38,38,0.2733812949640288,0.19844775611416346,0.2737609841968789,0.3500286259541984,Some,mReasoner-Group,0.4626865671641791,0.5467184118693327,0.6194242395616852
All;B;A,Some;B;C,Some;C;A,38,38,0.2733812949640288,0.19844775611416346,0.2737609841968789,0.3500286259541984,Some,PHM-Group,0,0,0
All;B;A,Some;C;B,All;A;C,1,1,0.007194244604316547,0.006369426751592357,0.011527819714693143,0.027364644487932147,All,mReasoner-Indiv,0,0,0
All;B;A,Some;C;B,All;A;C,1,1,0.007194244604316547,0.006369426751592357,0.011527819714693143,0.027364644487932147,All,PHM-Indiv,0,0,0
All;B;A,Some;C;B,All;A;C,1,1,0.007194244604316547,0.006369426751592357,0.011527819714693143,0.027364644487932147,All,mReasoner-Group,0,0,0
All;B;A,Some;C;B,All;A;C,1,1,0.007194244604316547,0.006369426751592357,0.011527819714693143,0.027364644487932147,All,PHM-Group,0,0,0
All;B;A,Some;C;B,All;C;A,4,4,0.02877697841726619,0.007042253521126761,0.029155309604939263,0.05965207077196798,All,mReasoner-Indiv,0,0,0
All;B;A,Some;C;B,All;C;A,4,4,0.02877697841726619,0.007042253521126761,0.029155309604939263,0.05965207077196798,All,PHM-Indiv,0,0,0
All;B;A,Some;C;B,All;C;A,4,4,0.02877697841726619,0.007042253521126761,0.029155309604939263,0.05965207077196798,All,mReasoner-Group,0,0,0
All;B;A,Some;C;B,All;C;A,4,4,0.02877697841726619,0.007042253521126761,0.029155309604939263,0.05965207077196798,All,PHM-Group,0,0,0
All;B;A,Some;C;B,No;C;A,1,1,0.007194244604316547,0.006195843877003298,0.0111491942870505,0.026845637583892617,No,mReasoner-Indiv,0,0,0
All;B;A,Some;C;B,No;C;A,1,1,0.007194244604316547,0.006195843877003298,0.0111491942870505,0.026845637583892617,No,PHM-Indiv,0,0,0
All;B;A,Some;C;B,No;C;A,1,1,0.007194244604316547,0.006195843877003298,0.0111491942870505,0.026845637583892617,No,mReasoner-Group,0,0,0
All;B;A,Some;C;B,No;C;A,1,1,0.007194244604316547,0.006195843877003298,0.0111491942870505,0.026845637583892617,No,PHM-Group,0,0,0
All;B;A,Some;C;B,NVC;,7,7,0.050359712230215826,0.018627789279963194,0.050038132918666295,0.08609271523178808,NVC,mReasoner-Indiv,0,0,0
All;B;A,Some;C;B,NVC;,7,7,0.050359712230215826,0.018627789279963194,0.050038132918666295,0.08609271523178808,NVC,PHM-Indiv,0.0364963503649635,0.07867148360835494,0.12403100775193798
All;B;A,Some;C;B,NVC;,7,7,0.050359712230215826,0.018627789279963194,0.050038132918666295,0.08609271523178808,NVC,mReasoner-Group,0,0,0
All;B;A,Some;C;B,NVC;,7,7,0.050359712230215826,0.018627789279963194,0.050038132918666295,0.08609271523178808,NVC,PHM-Group,0,0,0
All;B;A,Some;C;B,Some not;A;C,6,6,0.04316546762589928,0.013888888888888888,0.04266557164369086,0.08150097465886938,Some not,mReasoner-Indiv,0,0,0
All;B;A,Some;C;B,Some not;A;C,6,6,0.04316546762589928,0.013888888888888888,0.04266557164369086,0.08150097465886938,Some not,PHM-Indiv,0,0,0
All;B;A,Some;C;B,Some not;A;C,6,6,0.04316546762589928,0.013888888888888888,0.04266557164369086,0.08150097465886938,Some not,mReasoner-Group,0,0,0
All;B;A,Some;C;B,Some not;A;C,6,6,0.04316546762589928,0.013888888888888888,0.04266557164369086,0.08150097465886938,Some not,PHM-Group,0,0,0
All;B;A,Some;C;B,Some not;C;A,8,8,0.05755395683453238,0.023804836895388076,0.057562461071119675,0.09848484848484848,Some not,mReasoner-Indiv,0,0,0
All;B;A,Some;C;B,Some not;C;A,8,8,0.05755395683453238,0.023804836895388076,0.057562461071119675,0.09848484848484848,Some not,PHM-Indiv,0.014179402657077216,0.04277707099624338,0.07588575941037112
All;B;A,Some;C;B,Some not;C;A,8,8,0.05755395683453238,0.023804836895388076,0.057562461071119675,0.09848484848484848,Some not,mReasoner-Group,0,0,0
All;B;A,Some;C;B,Some not;C;A,8,8,0.05755395683453238,0.023804836895388076,0.057562461071119675,0.09848484848484848,Some not,PHM-Group,0,0,0
All;B;A,Some;C;B,Some;A;C,27,27,0.19424460431654678,0.1307608695652174,0.1935945088280382,0.25714810924369746,Some,mReasoner-Indiv,0.43882811106486713,0.5188328531555236,0.6013986013986014
All;B;A,Some;C;B,Some;A;C,27,27,0.19424460431654678,0.1307608695652174,0.1935945088280382,0.25714810924369746,Some,PHM-Indiv,0,0,0
All;B;A,Some;C;B,Some;A;C,27,27,0.19424460431654678,0.1307608695652174,0.1935945088280382,0.25714810924369746,Some,mReasoner-Group,0.40943987115246955,0.4981118003435086,0.5849126484975542
All;B;A,Some;C;B,Some;A;C,27,27,0.19424460431654678,0.1307608695652174,0.1935945088280382,0.25714810924369746,Some,PHM-Group,0,0,0
All;B;A,Some;C;B,Some;C;A,85,85,0.6115107913669064,0.5319106720702466,0.6131923969160742,0.6910721544715447,Some,mReasoner-Indiv,0.3986013986013986,0.4811671468444764,0.5611718889351328
All;B;A,Some;C;B,Some;C;A,85,85,0.6115107913669064,0.5319106720702466,0.6131923969160742,0.6910721544715447,Some,PHM-Indiv,0.8248077673148716,0.878594222466398,0.932454954954955
All;B;A,Some;C;B,Some;C;A,85,85,0.6115107913669064,0.5319106720702466,0.6131923969160742,0.6910721544715447,Some,mReasoner-Group,0.4150873515024459,0.5018881996564915,0.5905601288475304
All;B;A,Some;C;B,Some;C;A,85,85,0.6115107913669064,0.5319106720702466,0.6131923969160742,0.6910721544715447,Some,PHM-Group,1,1,1
No;A;B,All;B;C,All;A;C,5,5,0.03597122302158273,0.007874015748031496,0.036453010493415115,0.07088010275311331,All,mReasoner-Indiv,0,0,0
No;A;B,All;B;C,All;A;C,5,5,0.03597122302158273,0.007874015748031496,0.036453010493415115,0.07088010275311331,All,PHM-Indiv,0,0,0
No;A;B,All;B;C,All;A;C,5,5,0.03597122302158273,0.007874015748031496,0.036453010493415115,0.07088010275311331,All,mReasoner-Group,0,0,0
No;A;B,All;B;C,All;A;C,5,5,0.03597122302158273,0.007874015748031496,0.036453010493415115,0.07088010275311331,All,PHM-Group,0,0,0
No;A;B,All;B;C,All;C;A,1,1,0.007194244604316547,0.006329113924050633,0.011645380270291685,0.026412280701754377,All,mReasoner-Indiv,0,0,0
No;A;B,All;B;C,All;C;A,1,1,0.007194244604316547,0.006329113924050633,0.011645380270291685,0.026412280701754377,All,PHM-Indiv,0,0,0
No;A;B,All;B;C,All;C;A,1,1,0.007194244604316547,0.006329113924050633,0.011645380270291685,0.026412280701754377,All,mReasoner-Group,0,0,0
No;A;B,All;B;C,All;C;A,1,1,0.007194244604316547,0.006329113924050633,0.011645380270291685,0.026412280701754377,All,PHM-Group,0,0,0
No;A;B,All;B;C,No;A;C,67,67,0.48201438848920863,0.3922633136094675,0.48243372038590693,0.5681818181818182,No,mReasoner-Indiv,0.5826624750264425,0.6607764846684728,0.7426470588235294
No;A;B,All;B;C,No;A;C,67,67,0.48201438848920863,0.3922633136094675,0.48243372038590693,0.5681818181818182,No,PHM-Indiv,0.8203046875,0.8756131330984186,0.9253731343283582
No;A;B,All;B;C,No;A;C,67,67,0.48201438848920863,0.3922633136094675,0.48243372038590693,0.5681818181818182,No,mReasoner-Group,1,1,1
No;A;B,All;B;C,No;A;C,67,67,0.48201438848920863,0.3922633136094675,0.48243372038590693,0.5681818181818182,No,PHM-Group,1,1,1
No;A;B,All;B;C,No;C;A,22,22,0.15827338129496402,0.09836065573770492,0.15812578543137057,0.22389582698751143,No,mReasoner-Indiv,0,0,0
No;A;B,All;B;C,No;C;A,22,22,0.15827338129496402,0.09836065573770492,0.15812578543137057,0.22389582698751143,No,PHM-Indiv,0,0,0
No;A;B,All;B;C,No;C;A,22,22,0.15827338129496402,0.09836065573770492,0.15812578543137057,0.22389582698751143,No,mReasoner-Group,0,0,0
No;A;B,All;B;C,No;C;A,22,22,0.15827338129496402,0.09836065573770492,0.15812578543137057,0.22389582698751143,No,PHM-Group,0,0,0
No;A;B,All;B;C,NVC;,25,25,0.17985611510791366,0.11919719353494189,0.17925735949385133,0.2466166326629748,NVC,mReasoner-Indiv,0.25735294117647056,0.3392235153315271,0.41733752497355736
No;A;B,All;B;C,NVC;,25,25,0.17985611510791366,0.11919719353494189,0.17925735949385133,0.2466166326629748,NVC,PHM-Indiv,0.04132231404958678,0.08108425219911003,0.12396854378883977
