premise_1,premise_2,conclusion,n,empirical_n,empirical_stat,ci_lower,mean,ci_upper,conclusion_quantifier,model,model_lower,model_mean,model_upper
All;A;B,All;C;B,Some;C;A,5,5,0.03597122302158273,0.007626359009946796,0.03539964631552612,0.06899867374005304,Some,PHM-Indiv,0.006666666666666667,0.022616886382402362,0.048
All;A;B,All;C;B,Some;C;A,5,5,0.03597122302158273,0.007626359009946796,0.03539964631552612,0.06899867374005304,Some,mReasoner-Group,0,0,0
All;A;B,All;C;B,Some;C;A,5,5,0.03597122302158273,0.007626359009946796,0.03539964631552612,0.06899867374005304,Some,PHM-Group,0,0,0
All;A;B,No;B;C,All;C;A,1,1,0.007194244604316547,0.006329113924050633,0.011455189873960492,0.0273972602739726,All,mReasoner-Indiv,0,0,0
All;A;B,No;B;C,All;C;A,1,1,0.007194244604316547,0.006329113924050633,0.011455189873960492,0.0273972602739726,All,PHM-Indiv,0,0,0
All;A;B,No;B;C,All;C;A,1,1,0.007194244604316547,0.006329113924050633,0.011455189873960492,0.0273972602739726,All,mReasoner-Group,0,0,0
All;A;B,No;B;C,All;C;A,1,1,0.007194244604316547,0.006329113924050633,0.011455189873960492,0.0273972602739726,All,PHM-Group,0,0,0
All;A;B,No;B;C,No;A;C,91,91,0.6546762589928058,0.5810183397683397,0.6560691699720451,0.7351218543046357,No,mReasoner-Indiv,1,1,1
All;A;B,No;B;C,No;A;C,91,91,0.6546762589928058,0.5810183397683397,0.6560691699720451,0.7351218543046357,No,PHM-Indiv,0.8247956718412666,0.8779768991577084,0.927536231884058
All;A;B,No;B;C,No;A;C,91,91,0.6546762589928058,0.5810183397683397,0.6560691699720451,0.7351218543046357,No,mReasoner-Group,1,1,1
All;A;B,No;B;C,No;A;C,91,91,0.6546762589928058,0.5810183397683397,0.6560691699720451,0.7351218543046357,No,PHM-Group,1,1,1
All;A;B,No;B;C,No;C;A,24,24,0.17266187050359713,0.11275743707093822,0.1730614105017674,0.2384782608695652,No,mReasoner-Indiv,0,0,0
All;A;B,No;B;C,No;C;A,24,24,0.17266187050359713,0.11275743707093822,0.1730614105017674,0.2384782608695652,No,PHM-Indiv,0,0,0
All;A;B,No;B;C,No;C;A,24,24,0.17266187050359713,0.11275743707093822,0.1730614105017674,0.2384782608695652,No,mReasoner-Group,0,0,0
All;A;B,No;B;C,No;C;A,24,24,0.17266187050359713,0.11275743707093822,0.1730614105017674,0.2384782608695652,No,PHM-Group,0,0,0
All;A;B,No;B;C,NVC;,8,8,0.05755395683453238,0.0209717868338558,0.057159235894474685,0.09525714285714283,NVC,mReasoner-Indiv,0,0,0
All;A;B,No;B;C,NVC;,8,8,0.05755395683453238,0.0209717868338558,0.057159235894474685,0.09525714285714283,NVC,PHM-Indiv,0.03571428571428571,0.07841285636552515,0.12408884973571609
All;A;B,No;B;C,NVC;,8,8,0.05755395683453238,0.0209717868338558,0.057159235894474685,0.09525714285714283,NVC,mReasoner-Group,0,0,0
All;A;B,No;B;C,NVC;,8,8,0.05755395683453238,0.0209717868338558,0.057159235894474685,0.09525714285714283,NVC,PHM-Group,0,0,0
All;A;B,No;B;C,Some not;A;C,7,7,0.050359712230215826,0.01549204094916859,0.049350241114401776,0.08571428571428572,Some not,mReasoner-Indiv,0,0,0
All;A;B,No;B;C,Some not;A;C,7,7,0.050359712230215826,0.01549204094916859,0.049350241114401776,0.08571428571428572,Some not,PHM-Indiv,0.014692464577071703,0.043785386020849804,0.08032258854651447
All;A;B,No;B;C,Some not;A;C,7,7,0.050359712230215826,0.01549204094916859,0.049350241114401776,0.08571428571428572,Some not,mReasoner-Group,0,0,0
All;A;B,No;B;C,Some not;A;C,7,7,0.050359712230215826,0.01549204094916859,0.049350241114401776,0.08571428571428572,Some not,PHM-Group,0,0,0
All;A;B,No;B;C,Some not;C;A,1,1,0.007194244604316547,0.006248059006211181,0.011314716658628219,0.02877697841726619,Some not,mReasoner-Indiv,0,0,0
All;A;B,No;B;C,Some not;C;A,1,1,0.007194244604316547,0.006248059006211181,0.011314716658628219,0.02877697841726619,Some not,PHM-Indiv,0,0,0
All;A;B,No;B;C,Some not;C;A,1,1,0.007194244604316547,0.006248059006211181,0.011314716658628219,0.02877697841726619,Some not,mReasoner-Group,0,0,0
All;A;B,No;B;C,Some not;C;A,1,1,0.007194244604316547,0.006248059006211181,0.011314716658628219,0.02877697841726619,Some not,PHM-Group,0,0,0
All;A;B,No;B;C,Some;A;C,5,5,0.03597122302158273,0.007674825174825175,0.03565571897964349,0.06993006993006994,Some,mReasoner-Indiv,0,0,0
All;A;B,No;B;C,Some;A;C,5,5,0.03597122302158273,0.007674825174825175,0.03565571897964349,0.06993006993006994,Some,PHM-Indiv,0,0,0
All;A;B,No;B;C,Some;A;C,5,5,0.03597122302158273,0.007674825174825175,0.03565571897964349,0.06993006993006994,Some,mReasoner-Group,0,0,0
All;A;B,No;B;C,Some;A;C,5,5,0.03597122302158273,0.007674825174825175,0.03565571897964349,0.06993006993006994,Some,PHM-Group,0,0,0
All;A;B,No;B;C,Some;C;A,2,2,0.014388489208633094,0.006514727102962397,0.016850045514482624,0.038461538461538464,Some,mReasoner-Indiv,0,0,0
All;A;B,No;B;C,Some;C;A,2,2,0.014388489208633094,0.006514727102962397,0.016850045514482624,0.038461538461538464,Some,PHM-Indiv,0,0,0
All;A;B,No;B;C,Some;C;A,2,2,0.014388489208633094,0.006514727102962397,0.016850045514482624,0.038461538461538464,Some,mReasoner-Group,0,0,0
All;A;B,No;B;C,Some;C;A,2,2,0.014388489208633094,0.006514727102962397,0.016850045514482624,0.038461538461538464,Some,PHM-Group,0,0,0
All;A;B,No;C;B,All;C;A,3,3,0.02158273381294964,0.006802721088435374,0.02292121136554687,0.049617576099789534,All,mReasoner-Indiv,0,0,0
All;A;B,No;C;B,All;C;A,3,3,0.02158273381294964,0.006802721088435374,0.02292121136554687,0.049617576099789534,All,PHM-Indiv,0,0,0
All;A;B,No;C;B,All;C;A,3,3,0.02158273381294964,0.006802721088435374,0.02292121136554687,0.049617576099789534,All,mReasoner-Group,0,0,0
All;A;B,No;C;B,All;C;A,3,3,0.02158273381294964,0.006802721088435374,0.02292121136554687,0.049617576099789534,All,PHM-Group,0,0,0
All;A;B,No;C;B,No;A;C,56,56,0.4028776978417266,0.32060323234732824,0.4042069498586674,0.49194178427419355,No,mReasoner-Indiv,0.38160710154984967,0.4604716049743178,0.5378800940438871
All;A;B,No;C;B,No;A;C,56,56,0.4028776978417266,0.32060323234732824,0.4042069498586674,0.49194178427419355,No,PHM-Indiv,0,0,0
All;A;B,No;C;B,No;A;C,56,56,0.4028776978417266,0.32060323234732824,0.4042069498586674,0.49194178427419355,No,mReasoner-Group,0.4566849865243355,0.5398233683302793,0.6220472440944882
All;A;B,No;C;B,No;A;C,56,56,0.4028776978417266,0.32060323234732824,0.4042069498586674,0.49194178427419355,No,PHM-Group,0,0,0
All;A;B,No;C;B,No;C;A,49,49,0.35251798561151076,0.27631578947368424,0.3492651602800607,0.42857142857142855,No,mReasoner-Indiv,0.46211990595611285,0.5395283950256822,0.6183928984501503
All;A;B,No;C;B,No;C;A,49,49,0.35251798561151076,0.27631578947368424,0.3492651602800607,0.42857142857142855,No,PHM-Indiv,0.823500386996904,0.8780788550196292,0.9297011264534883
All;A;B,No;C;B,No;C;A,49,49,0.35251798561151076,0.27631578947368424,0.3492651602800607,0.42857142857142855,No,mReasoner-Group,0.3779527559055118,0.4601766316697206,0.5433150134756646
All;A;B,No;C;B,No;C;A,49,49,0.35251798561151076,0.27631578947368424,0.3492651602800607,0.42857142857142855,No,PHM-Group,1,1,1
All;A;B,No;C;B,NVC;,14,14,0.10071942446043165,0.05263157894736842,0.1004643896696094,0.154424710024855,NVC,mReasoner-Indiv,0,0,0
All;A;B,No;C;B,NVC;,14,14,0.10071942446043165,0.05263157894736842,0.1004643896696094,0.154424710024855,NVC,PHM-Indiv,0.03702020202020202,0.07859060894822516,0.1232876712328767
All;A;B,No;C;B,NVC;,14,14,0.10071942446043165,0.05263157894736842,0.1004643896696094,0.154424710024855,NVC,mReasoner-Group,0,0,0
All;A;B,No;C;B,NVC;,14,14,0.10071942446043165,0.05263157894736842,0.1004643896696094,0.154424710024855,NVC,PHM-Group,0,0,0
All;A;B,No;C;B,Some not;A;C,6,6,0.04316546762589928,0.013986013986013986,0.04361582858232701,0.08098056003223199,Some not,mReasoner-Indiv,0,0,0
All;A;B,No;C;B,Some not;A;C,6,6,0.04316546762589928,0.013986013986013986,0.04361582858232701,0.08098056003223199,Some not,PHM-Indiv,0,0,0
All;A;B,No;C;B,Some not;A;C,6,6,0.04316546762589928,0.013986013986013986,0.04361582858232701,0.08098056003223199,Some not,mReasoner-Group,0,0,0
All;A;B,No;C;B,Some not;A;C,6,6,0.04316546762589928,0.013986013986013986,0.04361582858232701,0.08098056003223199,Some not,PHM-Group,0,0,0
All;A;B,No;C;B,Some not;C;A,5,5,0.03597122302158273,0.012790275761973875,0.03735161449100394,0.07086614173228346,Some not,mReasoner-Indiv,0,0,0
All;A;B,No;C;B,Some not;C;A,5,5,0.03597122302158273,0.012790275761973875,0.03735161449100394,0.07086614173228346,Some not,PHM-Indiv,0.013677944286108301,0.04341737077369298,0.07808417319895478
All;A;B,No;C;B,Some not;C;A,5,5,0.03597122302158273,0.012790275761973875,0.03735161449100394,0.07086614173228346,Some not,mReasoner-Group,0,0,0
All;A;B,No;C;B,Some not;C;A,5,5,0.03597122302158273,0.012790275761973875,0.03735161449100394,0.07086614173228346,Some not,PHM-Group,0,0,0
All;A;B,No;C;B,Some;A;C,2,2,0.014388489208633094,0.0064516129032258064,0.016790994964282477,0.039281303072410054,Some,mReasoner-Indiv,0,0,0
All;A;B,No;C;B,Some;A;C,2,2,0.014388489208633094,0.0064516129032258064,0.016790994964282477,0.039281303072410054,Some,PHM-Indiv,0,0,0
All;A;B,No;C;B,Some;A;C,2,2,0.014388489208633094,0.0064516129032258064,0.016790994964282477,0.039281303072410054,Some,mReasoner-Group,0,0,0
All;A;B,No;C;B,Some;A;C,2,2,0.014388489208633094,0.0064516129032258064,0.016790994964282477,0.039281303072410054,Some,PHM-Group,0,0,0
All;A;B,No;C;B,Some;C;A,4,4,0.02877697841726619,0.007142857142857143,0.029515782739508823,0.05859434682964094,Some,mReasoner-Indiv,0,0,0
All;A;B,No;C;B,Some;C;A,4,4,0.02877697841726619,0.007142857142857143,0.029515782739508823,0.05859434682964094,Some,PHM-Indiv,0,0,0
All;A;B,No;C;B,Some;C;A,4,4,0.02877697841726619,0.007142857142857143,0.029515782739508823,0.05859434682964094,Some,mReasoner-Group,0,0,0
All;A;B,No;C;B,Some;C;A,4,4,0.02877697841726619,0.007142857142857143,0.029515782739508823,0.05859434682964094,Some,PHM-Group,0,0,0
All;A;B,Some not;B;C,All;C;A,2,2,0.014388489208633094,0.006329113924050633,0.016736884050706894,0.03760350242695345,All,mReasoner-Indiv,0,0,0
All;A;B,Some not;B;C,All;C;A,2,2,0.014388489208633094,0.006329113924050633,0.016736884050706894,0.03760350242695345,All,PHM-Indiv,0,0,0
All;A;B,Some not;B;C,All;C;A,2,2,0.014388489208633094,0.006329113924050633,0.016736884050706894,0.03760350242695345,All,mReasoner-Group,0,0,0
All;A;B,Some not;B;C,All;C;A,2,2,0.014388489208633094,0.006329113924050633,0.016736884050706894,0.03760350242695345,All,PHM-Group,0,0,0
All;A;B,Some not;B;C,No;A;C,1,1,0.007194244604316547,0.00625,0.011240268293112792,0.025665322580645106,No,mReasoner-Indiv,0,0,0
All;A;B,Some not;B;C,No;A;C,1,1,0.007194244604316547,0.00625,0.011240268293112792,0.025665322580645106,No,PHM-Indiv,0,0,0
All;A;B,Some not;B;C,No;A;C,1,1,0.007194244604316547,0.00625,0.011240268293112792,0.025665322580645106,No,mReasoner-Group,0,0,0
All;A;B,Some not;B;C,No;A;C,1,1,0.007194244604316547,0.00625,0.011240268293112792,0.025665322580645106,No,PHM-Group,0,0,0
All;A;B,Some not;B;C,No;C;A,1,1,0.007194244604316547,0.006211180124223602,0.011378848731733773,0.02609267734553775,No,mReasoner-Indiv,0,0,0
All;A;B,Some not;B;C,No;C;A,1,1,0.007194244604316547,0.006211180124223602,0.011378848731733773,0.02609267734553775,No,PHM-Indiv,0,0,0
All;A;B,Some not;B;C,No;C;A,1,1,0.007194244604316547,0.006211180124223602,0.011378848731733773,0.02609267734553775,No,mReasoner-Group,0,0,0
All;A;B,Some not;B;C,No;C;A,1,1,0.007194244604316547,0.006211180124223602,0.011378848731733773,0.02609267734553775,No,PHM-Group,0,0,0
All;A;B,Some not;B;C,NVC;,15,15,0.1079136690647482,0.057692307692307696,0.1069981187165819,0.16084360554699537,NVC,mReasoner-Indiv,0.3015843837535014,0.3798590536846576,0.4566929133858268
All;A;B,Some not;B;C,NVC;,15,15,0.1079136690647482,0.057692307692307696,0.1069981187165819,0.16084360554699537,NVC,PHM-Indiv,0.03546099290780142,0.07967722753910535,0.1267661524703778
All;A;B,Some not;B;C,NVC;,15,15,0.1079136690647482,0.057692307692307696,0.1069981187165819,0.16084360554699537,NVC,mReasoner-Group,0,0,0
All;A;B,Some not;B;C,NVC;,15,15,0.1079136690647482,0.057692307692307696,0.1069981187165819,0.16084360554699537,NVC,PHM-Group,0,0,0
All;A;B,Some not;B;C,Some not;A;C,86,86,0.6187050359712231,0.5378933546471797,0.6186228504402999,0.6993754337265786,Some not,mReasoner-Indiv,0.5433070866141733,0.6201409463153424,0.6984156162464985
All;A;B,Some not;B;C,Some not;A;C,86,86,0.6187050359712231,0.5378933546471797,0.6186228504402999,0.6993754337265786,Some not,PHM-Indiv,0.82207637799020306,0.8764285036451328,0.9290932513297873
All;A;B,Some not;B;C,Some not;A;C,86,86,0.6187050359712231,0.5378933546471797,0.6186228504402999,0.6993754337265786,Some not,mReasoner-Group,1,1,1
All;A;B,Some not;B;C,Some not;A;C,86,86,0.6187050359712231,0.5378933546471797,0.6186228504402999,0.6993754337265786,Some not,PHM-Group,1,1,1
All;A;B,Some not;B;C,Some not;C;A,18,18,0.12949640287769784,0.07482485531526044,0.1296550724202567,0.18854120513956577,Some not,mReasoner-Indiv,0,0,0
All;A;B,Some not;B;C,Some not;C;A,18,18,0.12949640287769784,0.07482485531526044,0.1296550724202567,0.18854120513956577,Some not,PHM-Indiv,0,0,0
All;A;B,Some not;B;C,Some not;C;A,18,18,0.12949640287769784,0.07482485531526044,0.1296550724202567,0.18854120513956577,Some not,mReasoner-Group,0,0,0
All;A;B,Some not;B;C,Some not;C;A,18,18,0.12949640287769784,0.07482485531526044,0.1296550724202567,0.18854120513956577,Some not,PHM-Group,0,0,0
All;A;B,Some not;B;C,Some;A;C,6,6,0.04316546762589928,0.012658227848101266,0.043887524029895875,0.08,Some,mReasoner-Indiv,0,0,0
All;A;B,Some not;B;C,Some;A;C,6,6,0.04316546762589928,0.012658227848101266,0.043887524029895875,0.08,Some,PHM-Indiv,0.014598540145985401,0.0440705510198412,0.07861842105263159
All;A;B,Some not;B;C,Some;A;C,6,6,0.04316546762589928,0.012658227848101266,0.043887524029895875,0.08,Some,mReasoner-Group,0,0,0
All;A;B,Some not;B;C,Some;A;C,6,6,0.04316546762589928,0.012658227848101266,0.043887524029895875,0.08,Some,PHM-Group,0,0,0
All;A;B,Some not;B;C,Some;C;A,10,10,0.07194244604316546,0.033778115363685836,0.07203531764185127,0.11765727124183005,Some,mReasoner-Indiv,0,0,0
All;A;B,Some not;B;C,Some;C;A,10,10,0.07194244604316546,0.033778115363685836,0.07203531764185127,0.11765727124183005,Some,PHM-Indiv,0,0,0
All;A;B,Some not;B;C,Some;C;A,10,10,0.07194244604316546,0.033778115363685836,0.07203531764185127,0.11765727124183005,Some,mReasoner-Group,0,0,0
All;A;B,Some not;B;C,Some;C;A,10,10,0.07194244604316546,0.033778115363685836,0.07203531764185127,0.11765727124183005,Some,PHM-Group,0,0,0
All;A;B,Some not;C;B,All;A;C,1,1,0.007194244604316547,0.00625,0.011208594526520559,0.026398570930637855,All,mReasoner-Indiv,0,0,0
All;A;B,Some not;C;B,All;A;C,1,1,0.007194244604316547,0.00625,0.011208594526520559,0.026398570930637855,All,PHM-Indiv,0,0,0
All;A;B,Some not;C;B,All;A;C,1,1,0.007194244604316547,0.00625,0.011208594526520559,0.026398570930637855,All,mReasoner-Group,0,0,0
All;A;B,Some not;C;B,All;A;C,1,1,0.007194244604316547,0.00625,0.011208594526520559,0.026398570930637855,All,PHM-Group,0,0,0
All;A;B,Some not;C;B,All;C;A,1,1,0.007194244604316547,0.006211180124223602,0.01137227366750281,0.02623230500253793,All,mReasoner-Indiv,0,0,0
All;A;B,Some not;C;B,All;C;A,1,1,0.007194244604316547,0.006211180124223602,0.01137227366750281,0.02623230500253793,All,PHM-Indiv,0,0,0
All;A;B,Some not;C;B,All;C;A,1,1,0.007194244604316547,0.006211180124223602,0.01137227366750281,0.02623230500253793,All,mReasoner-Group,0,0,0
